promesa_id,gestion_id,factura_id,cliente_id,fecha_promesa,fecha_compromiso,se_cumplio
PRO001071,GES009088,FAC003475,CLI0115,2024-06-30,2024-09-08,1
PRO001072,GES009089,FAC003475,CLI0115,2024-07-05,2024-09-03,1
PRO001073,GES009107,FAC003478,CLI0171,2024-06-17,2024-06-18,0
PRO001074,GES009109,FAC003480,CLI0127,2024-04-29,2024-05-12,0
PRO001075,GES009110,FAC003480,CLI0127,2024-05-24,2024-06-11,1
PRO001076,GES009133,FAC003488,CLI0141,2024-09-22,2024-10-03,0
PRO001077,GES009136,FAC003489,CLI0166,2024-05-27,2024-06-11,0
PRO001078,GES009149,FAC003495,CLI0051,2024-07-15,2024-09-17,0
PRO001079,GES009155,FAC003496,CLI0076,2024-06-25,2024-07-02,0
PRO001080,GES009156,FAC003496,CLI0076,2024-06-27,2024-07-16,0
PRO001081,GES009158,FAC003496,CLI0076,2024-07-08,2024-08-16,1
PRO001082,GES009160,FAC003496,CLI0076,2024-07-29,2024-08-02,0
PRO001083,GES009164,FAC003499,CLI0100,2024-07-02,2024-08-22,1
PRO001084,GES009170,FAC003500,CLI0190,2024-06-11,2024-07-07,1
PRO001085,GES009172,FAC003501,CLI0193,2024-05-19,2024-08-01,0
PRO001086,GES009173,FAC003501,CLI0193,2024-06-24,2024-07-07,0
PRO001087,GES009181,FAC003502,CLI0200,2024-08-11,2024-09-10,0
PRO001088,GES009188,FAC003504,CLI0114,2024-07-10,2024-09-05,0
PRO001089,GES009211,FAC003508,CLI0088,2024-06-08,2024-06-30,1
PRO001090,GES009215,FAC003508,CLI0088,2024-06-25,2024-06-28,1
PRO001091,GES009218,FAC003509,CLI0154,2024-06-23,2024-06-30,1
PRO001092,GES009221,FAC003511,CLI0177,2024-05-21,2024-09-04,0
PRO001093,GES009222,FAC003511,CLI0177,2024-06-26,2024-10-05,1
PRO001094,GES009250,FAC003515,CLI0116,2024-06-22,2024-06-23,1
PRO001095,GES009256,FAC003519,CLI0059,2024-05-24,2024-05-25,0
PRO001096,GES009258,FAC003520,CLI0061,2024-06-22,2024-08-03,1
PRO001097,GES009263,FAC003521,CLI0136,2024-06-08,2024-07-09,1
PRO001098,GES009270,FAC003523,CLI0010,2024-07-10,2024-07-22,0
PRO001099,GES009274,FAC003524,CLI0137,2024-07-05,2024-08-15,1
PRO001100,GES009285,FAC003530,CLI0082,2024-05-21,2024-06-28,1
PRO001101,GES009288,FAC003532,CLI0126,2024-07-01,2024-07-12,1
PRO001102,GES009295,FAC003534,CLI0184,2024-08-02,2024-08-18,0
PRO001103,GES009301,FAC003539,CLI0112,2024-06-25,2024-07-20,1
PRO001104,GES009309,FAC003540,CLI0137,2024-09-11,2024-09-14,0
PRO001105,GES009322,FAC003543,CLI0036,2024-09-15,2024-10-23,0
PRO001106,GES009323,FAC003543,CLI0036,2024-09-24,2024-10-11,0
PRO001107,GES009328,FAC003544,CLI0052,2024-07-06,2024-07-31,0
PRO001108,GES009331,FAC003545,CLI0076,2024-07-05,2024-07-06,0
PRO001109,GES009342,FAC003549,CLI0001,2024-06-12,2024-06-27,1
PRO001110,GES009343,FAC003549,CLI0001,2024-06-18,2024-07-01,1
PRO001111,GES009354,FAC003554,CLI0051,2024-06-29,2024-09-27,1
PRO001112,GES009375,FAC003558,CLI0088,2024-06-19,2024-06-30,1
PRO001113,GES009388,FAC003563,CLI0163,2024-06-28,2024-06-29,1
PRO001114,GES009391,FAC003566,CLI0046,2024-06-09,2024-06-13,1
PRO001115,GES009402,FAC003569,CLI0115,2024-06-05,2024-07-18,1
PRO001116,GES009408,FAC003571,CLI0148,2024-06-18,2024-07-03,1
PRO001117,GES009420,FAC003575,CLI0040,2024-08-28,2024-09-05,1
PRO001118,GES009421,FAC003576,CLI0049,2024-07-01,2024-08-02,1
PRO001119,GES009430,FAC003577,CLI0066,2024-09-28,2024-10-10,1
PRO001120,GES009436,FAC003579,CLI0093,2024-07-07,2024-07-13,0
PRO001121,GES009437,FAC003581,CLI0129,2024-06-15,2024-06-23,1
PRO001122,GES009445,FAC003584,CLI0034,2024-08-18,2024-08-23,0
PRO001123,GES009449,FAC003585,CLI0071,2024-07-02,2024-07-12,0
PRO001124,GES009450,FAC003585,CLI0071,2024-07-28,2024-08-12,1
PRO001125,GES009458,FAC003587,CLI0110,2024-05-23,2024-07-04,0
PRO001126,GES009462,FAC003588,CLI0163,2024-08-30,2024-09-09,0
PRO001127,GES009464,FAC003588,CLI0163,2024-09-09,2024-09-17,0
PRO001128,GES009470,FAC003589,CLI0015,2024-07-11,2024-07-31,1
PRO001129,GES009485,FAC003600,CLI0045,2024-06-16,2024-10-28,1
PRO001130,GES009496,FAC003601,CLI0051,2024-09-18,2024-10-09,0
PRO001131,GES009500,FAC003602,CLI0060,2024-06-24,2024-07-08,1
PRO001132,GES009522,FAC003614,CLI0158,2024-06-09,2024-06-10,0
PRO001133,GES009526,FAC003615,CLI0022,2024-07-29,2024-08-25,1
PRO001134,GES009530,FAC003616,CLI0103,2024-07-16,2024-07-17,1
PRO001135,GES009534,FAC003618,CLI0135,2024-07-30,2024-08-02,0
PRO001136,GES009538,FAC003620,CLI0003,2024-09-04,2024-09-06,0
PRO001137,GES009539,FAC003621,CLI0064,2024-08-10,2024-09-26,0
PRO001138,GES009545,FAC003622,CLI0073,2024-06-11,2024-06-28,1
PRO001139,GES009556,FAC003627,CLI0135,2024-05-28,2024-08-23,1
PRO001140,GES009565,FAC003628,CLI0171,2024-10-07,2024-10-08,1
PRO001141,GES009569,FAC003631,CLI0045,2024-06-21,2024-06-29,1
PRO001142,GES009578,FAC003637,CLI0185,2024-07-06,2024-07-16,1
PRO001143,GES009597,FAC003644,CLI0107,2024-07-26,2024-08-02,1
PRO001144,GES009605,FAC003647,CLI0001,2024-07-13,2024-11-29,1
PRO001145,GES009607,FAC003647,CLI0001,2024-08-29,2024-10-15,0
PRO001146,GES009637,FAC003657,CLI0170,2024-05-26,2024-07-16,1
PRO001147,GES009646,FAC003664,CLI0012,2024-06-18,2024-09-20,0
PRO001148,GES009653,FAC003664,CLI0012,2024-09-26,2024-10-14,0
PRO001149,GES009670,FAC003672,CLI0163,2024-11-10,2024-12-07,1
PRO001150,GES009678,FAC003673,CLI0171,2024-09-27,2024-09-28,1
PRO001151,GES009679,FAC003674,CLI0036,2024-05-21,2024-05-30,0
PRO001152,GES009681,FAC003675,CLI0051,2024-08-20,2024-08-27,0
PRO001153,GES009686,FAC003677,CLI0075,2024-08-19,2024-08-26,0
PRO001154,GES009688,FAC003678,CLI0079,2024-06-12,2024-06-20,1
PRO001155,GES009693,FAC003681,CLI0145,2024-07-29,2024-09-14,1
PRO001156,GES009697,FAC003682,CLI0169,2024-08-29,2024-08-30,1
PRO001157,GES009719,FAC003691,CLI0183,2024-05-30,2024-06-29,0
PRO001158,GES009727,FAC003696,CLI0001,2024-09-13,2024-09-14,0
PRO001159,GES009735,FAC003698,CLI0130,2024-07-31,2024-08-09,1
PRO001160,GES009738,FAC003701,CLI0160,2024-09-02,2024-09-26,0
PRO001161,GES009745,FAC003703,CLI0185,2024-07-25,2024-07-29,0
PRO001162,GES009747,FAC003703,CLI0185,2024-08-24,2024-10-02,1
PRO001163,GES009756,FAC003705,CLI0005,2024-06-18,2024-06-23,1
PRO001164,GES009760,FAC003710,CLI0136,2024-06-29,2024-07-01,0
PRO001165,GES009762,FAC003710,CLI0136,2024-07-19,2024-07-22,1
PRO001166,GES009804,FAC003727,CLI0076,2024-10-29,2024-11-02,0
PRO001167,GES009806,FAC003729,CLI0160,2024-07-10,2024-07-12,0
PRO001168,GES009810,FAC003729,CLI0160,2024-07-30,2024-09-10,1
PRO001169,GES009822,FAC003730,CLI0024,2024-10-17,2024-10-31,1
PRO001170,GES009826,FAC003732,CLI0195,2024-09-03,2024-09-16,1
PRO001171,GES009836,FAC003736,CLI0045,2024-10-27,2024-10-30,0
PRO001172,GES009845,FAC003743,CLI0010,2024-07-02,2024-08-24,0
PRO001173,GES009857,FAC003744,CLI0013,2024-12-14,2024-12-15,0
PRO001174,GES009869,FAC003750,CLI0115,2024-07-28,2024-08-13,0
PRO001175,GES009886,FAC003761,CLI0055,2024-09-09,2024-09-22,0
PRO001176,GES009893,FAC003763,CLI0076,2024-07-01,2024-07-12,0
PRO001177,GES009906,FAC003765,CLI0086,2024-09-08,2024-10-15,1
PRO001178,GES009935,FAC003776,CLI0171,2024-09-16,2024-09-18,0
PRO001179,GES009936,FAC003778,CLI0088,2024-06-13,2024-08-25,1
PRO001180,GES009937,FAC003778,CLI0088,2024-07-20,2024-08-18,0
PRO001181,GES009941,FAC003778,CLI0088,2024-08-20,2024-08-27,1
PRO001182,GES009945,FAC003780,CLI0135,2024-08-20,2024-10-15,0
PRO001183,GES009950,FAC003781,CLI0089,2024-06-28,2024-08-05,0
PRO001184,GES009969,FAC003790,CLI0050,2024-06-20,2024-07-08,1
PRO001185,GES009972,FAC003792,CLI0108,2024-07-26,2024-09-01,1
PRO001186,GES009975,FAC003792,CLI0108,2024-08-20,2024-08-30,1
PRO001187,GES009988,FAC003795,CLI0105,2024-10-05,2024-10-17,0
PRO001188,GES010007,FAC003801,CLI0193,2024-08-28,2024-10-15,1
PRO001189,GES010010,FAC003801,CLI0193,2024-09-14,2024-10-04,0
PRO001190,GES010012,FAC003802,CLI0044,2024-06-27,2024-10-15,0
PRO001191,GES010013,FAC003802,CLI0044,2024-07-16,2024-08-08,0
PRO001192,GES010022,FAC003804,CLI0119,2024-08-09,2024-08-13,1
PRO001193,GES010025,FAC003805,CLI0136,2024-09-15,2024-10-31,0
PRO001194,GES010028,FAC003805,CLI0136,2024-11-11,2024-11-28,1
PRO001195,GES010035,FAC003807,CLI0082,2024-08-05,2024-08-25,0
PRO001196,GES010046,FAC003812,CLI0195,2024-08-02,2024-10-11,1
PRO001197,GES010060,FAC003815,CLI0045,2024-07-31,2024-08-16,1
PRO001198,GES010073,FAC003822,CLI0154,2024-07-14,2024-09-11,0
PRO001199,GES010078,FAC003823,CLI0024,2024-07-11,2024-09-07,0
PRO001200,GES010099,FAC003827,CLI0078,2024-09-12,2024-10-15,1
PRO001201,GES010100,FAC003827,CLI0078,2024-09-17,2024-10-19,1
PRO001202,GES010101,FAC003827,CLI0078,2024-10-01,2024-10-20,1
PRO001203,GES010102,FAC003827,CLI0078,2024-10-13,2024-10-14,0
PRO001204,GES010103,FAC003829,CLI0115,2024-07-01,2024-08-01,1
PRO001205,GES010112,FAC003832,CLI0001,2024-06-29,2024-07-21,0
PRO001206,GES010132,FAC003842,CLI0048,2024-08-03,2024-08-05,0
PRO001207,GES010143,FAC003845,CLI0088,2024-08-15,2024-09-14,1
PRO001208,GES010147,FAC003846,CLI0119,2024-08-17,2024-09-17,0
PRO001209,GES010150,FAC003846,CLI0119,2024-09-08,2024-09-29,0
PRO001210,GES010154,FAC003849,CLI0163,2024-08-12,2024-08-16,1
PRO001211,GES010161,FAC003851,CLI0013,2024-09-01,2024-09-02,1
PRO001212,GES010166,FAC003861,CLI0017,2024-07-25,2024-09-19,1
PRO001213,GES010184,FAC003872,CLI0060,2024-07-21,2024-08-11,1
PRO001214,GES010193,FAC003874,CLI0130,2024-08-26,2024-09-15,0
PRO001215,GES010197,FAC003875,CLI0134,2024-07-09,2024-07-30,0
PRO001216,GES010199,FAC003877,CLI0069,2024-08-06,2024-08-27,1
PRO001217,GES010201,FAC003877,CLI0069,2024-08-17,2024-08-18,1
PRO001218,GES010215,FAC003882,CLI0199,2024-08-19,2024-09-11,0
PRO001219,GES010230,FAC003887,CLI0051,2024-10-13,2024-11-18,0
PRO001220,GES010232,FAC003887,CLI0051,2024-11-22,2024-11-24,0
PRO001221,GES010250,FAC003890,CLI0095,2024-11-23,2024-11-24,1
PRO001222,GES010256,FAC003893,CLI0147,2024-08-06,2024-08-14,0
PRO001223,GES010263,FAC003895,CLI0157,2024-10-12,2024-12-17,0
PRO001224,GES010266,FAC003895,CLI0157,2024-12-15,2025-01-01,0
PRO001225,GES010277,FAC003903,CLI0051,2024-08-06,2024-08-11,0
PRO001226,GES010278,FAC003903,CLI0051,2024-08-12,2024-08-14,0
PRO001227,GES010310,FAC003913,CLI0108,2024-07-31,2024-09-02,0
PRO001228,GES010316,FAC003913,CLI0108,2024-11-15,2024-12-19,0
PRO001229,GES010317,FAC003913,CLI0108,2024-11-30,2024-12-07,0
PRO001230,GES010320,FAC003917,CLI0155,2024-07-06,2024-08-05,0
PRO001231,GES010327,FAC003922,CLI0049,2024-09-12,2024-09-14,1
PRO001232,GES010330,FAC003924,CLI0155,2024-08-24,2024-08-28,0
PRO001233,GES010359,FAC003933,CLI0128,2024-08-01,2024-08-04,0
PRO001234,GES010364,FAC003934,CLI0198,2024-09-02,2024-10-20,1
PRO001235,GES010368,FAC003934,CLI0198,2024-10-06,2024-10-08,0
PRO001236,GES010373,FAC003937,CLI0167,2024-09-10,2024-10-28,1
PRO001237,GES010375,FAC003938,CLI0193,2024-09-28,2024-10-02,0
PRO001238,GES010378,FAC003940,CLI0007,2024-07-24,2024-08-17,1
PRO001239,GES010384,FAC003943,CLI0138,2024-07-23,2024-11-12,0
PRO001240,GES010393,FAC003945,CLI0155,2024-08-31,2024-09-14,0
PRO001241,GES010396,FAC003945,CLI0155,2024-10-02,2024-11-15,1
PRO001242,GES010409,FAC003948,CLI0195,2024-09-19,2024-09-20,0
PRO001243,GES010410,FAC003949,CLI0018,2024-08-05,2024-09-16,1
PRO001244,GES010411,FAC003949,CLI0018,2024-08-28,2024-09-07,0
PRO001245,GES010426,FAC003956,CLI0095,2024-10-17,2024-10-18,1
PRO001246,GES010431,FAC003959,CLI0155,2024-09-15,2024-09-16,0
PRO001247,GES010441,FAC003963,CLI0013,2024-09-23,2024-10-05,0
PRO001248,GES010452,FAC003970,CLI0136,2024-08-24,2024-10-02,1
PRO001249,GES010470,FAC003977,CLI0066,2024-08-18,2024-08-22,1
PRO001250,GES010474,FAC003979,CLI0081,2024-12-05,2024-12-11,0
PRO001251,GES010476,FAC003979,CLI0081,2024-12-26,2024-12-31,0
PRO001252,GES010480,FAC003981,CLI0129,2024-08-02,2024-08-03,1
PRO001253,GES010481,FAC003982,CLI0142,2024-10-11,2024-11-19,1
PRO001254,GES010488,FAC003983,CLI0161,2025-01-17,2025-01-22,1
PRO001255,GES010500,FAC003988,CLI0066,2024-10-16,2024-11-22,1
PRO001256,GES010526,FAC003994,CLI0029,2024-08-01,2024-08-02,1
PRO001257,GES010531,FAC003996,CLI0060,2024-09-26,2024-09-29,0
PRO001258,GES010534,FAC003997,CLI0093,2024-10-07,2024-11-14,1
PRO001259,GES010543,FAC003998,CLI0148,2024-08-29,2024-09-03,0
PRO001260,GES010549,FAC004000,CLI0162,2024-09-19,2024-09-24,0
PRO001261,GES010560,FAC004002,CLI0018,2024-08-25,2024-08-30,0
PRO001262,GES010563,FAC004003,CLI0029,2024-09-06,2024-09-12,0
PRO001263,GES010567,FAC004003,CLI0029,2024-10-06,2024-10-31,1
PRO001264,GES010608,FAC004018,CLI0051,2024-09-14,2024-09-20,0
PRO001265,GES010610,FAC004018,CLI0051,2024-10-07,2024-10-08,0
PRO001266,GES010619,FAC004020,CLI0154,2024-09-25,2024-10-01,1
PRO001267,GES010623,FAC004021,CLI0155,2024-08-17,2024-09-11,1
PRO001268,GES010632,FAC004024,CLI0049,2024-07-27,2024-08-05,0
PRO001269,GES010638,FAC004026,CLI0061,2024-10-09,2024-10-21,1
PRO001270,GES010643,FAC004028,CLI0075,2024-07-11,2024-07-24,0
PRO001271,GES010650,FAC004029,CLI0085,2024-09-23,2024-11-28,0
PRO001272,GES010653,FAC004029,CLI0085,2024-10-21,2024-12-01,0
PRO001273,GES010655,FAC004029,CLI0085,2024-11-28,2024-12-08,1
PRO001274,GES010661,FAC004030,CLI0183,2024-09-27,2024-10-04,0
PRO001275,GES010664,FAC004030,CLI0183,2024-10-16,2024-10-17,1
PRO001276,GES010665,FAC004032,CLI0070,2024-08-04,2024-08-10,0
PRO001277,GES010671,FAC004036,CLI0033,2024-08-10,2024-08-12,1
PRO001278,GES010698,FAC004045,CLI0186,2024-10-16,2024-10-25,0
PRO001279,GES010707,FAC004049,CLI0018,2024-08-26,2024-08-27,1
PRO001280,GES010718,FAC004055,CLI0054,2024-12-03,2024-12-16,0
PRO001281,GES010720,FAC004055,CLI0054,2024-12-31,2025-01-04,1
PRO001282,GES010738,FAC004064,CLI0063,2024-09-27,2024-10-22,0
PRO001283,GES010739,FAC004064,CLI0063,2024-10-07,2024-10-22,0
PRO001284,GES010741,FAC004064,CLI0063,2024-10-28,2024-10-29,0
PRO001285,GES010747,FAC004068,CLI0166,2024-09-14,2024-09-16,0
PRO001286,GES010762,FAC004072,CLI0044,2024-08-14,2024-09-10,0
PRO001287,GES010764,FAC004072,CLI0044,2024-10-11,2024-10-22,0
PRO001288,GES010774,FAC004077,CLI0051,2024-11-07,2024-11-08,1
PRO001289,GES010789,FAC004085,CLI0003,2024-09-15,2024-09-20,0
PRO001290,GES010802,FAC004091,CLI0023,2024-09-18,2024-09-19,1
PRO001291,GES010813,FAC004096,CLI0143,2024-10-13,2024-10-16,1
PRO001292,GES010815,FAC004098,CLI0003,2024-09-18,2024-10-17,0
PRO001293,GES010821,FAC004099,CLI0013,2024-11-03,2024-11-23,0
PRO001294,GES010824,FAC004099,CLI0013,2024-11-13,2024-12-12,0
PRO001295,GES010859,FAC004112,CLI0105,2024-07-23,2024-11-30,1
PRO001296,GES010872,FAC004114,CLI0165,2024-08-29,2024-08-30,1
PRO001297,GES010875,FAC004116,CLI0197,2024-09-20,2024-10-07,0
PRO001298,GES010879,FAC004117,CLI0014,2024-08-14,2024-08-21,1
PRO001299,GES010881,FAC004119,CLI0028,2024-08-25,2024-08-26,0
PRO001300,GES010883,FAC004120,CLI0044,2024-08-10,2024-08-19,0
PRO001301,GES010888,FAC004123,CLI0097,2024-10-21,2024-11-05,0
PRO001302,GES010913,FAC004131,CLI0066,2024-08-10,2024-10-02,0
PRO001303,GES010917,FAC004132,CLI0074,2024-09-09,2024-10-11,1
PRO001304,GES010922,FAC004133,CLI0075,2024-10-27,2024-11-09,0
PRO001305,GES010936,FAC004136,CLI0044,2025-01-21,2025-01-23,0
PRO001306,GES010942,FAC004137,CLI0060,2024-11-20,2024-12-03,1
PRO001307,GES010943,FAC004137,CLI0060,2024-11-21,2024-12-04,1
PRO001308,GES010946,FAC004138,CLI0062,2024-10-09,2024-10-17,0
PRO001309,GES010947,FAC004138,CLI0062,2024-10-10,2024-10-20,0
PRO001310,GES010951,FAC004139,CLI0167,2024-10-27,2024-11-06,1
PRO001311,GES010952,FAC004139,CLI0167,2024-10-31,2024-11-01,0
PRO001312,GES010955,FAC004140,CLI0191,2024-11-09,2024-12-10,1
PRO001313,GES010956,FAC004140,CLI0191,2024-11-11,2024-12-11,1
PRO001314,GES010964,FAC004145,CLI0128,2024-09-07,2024-09-25,0
PRO001315,GES010967,FAC004146,CLI0143,2024-09-18,2024-11-02,1
PRO001316,GES010968,FAC004146,CLI0143,2024-09-25,2024-11-03,1
PRO001317,GES010973,FAC004149,CLI0050,2024-08-11,2024-12-26,1
PRO001318,GES010975,FAC004149,CLI0050,2024-09-05,2024-12-21,1
PRO001319,GES010976,FAC004149,CLI0050,2024-09-12,2024-12-27,1
PRO001320,GES010983,FAC004150,CLI0075,2024-12-03,2024-12-09,0
PRO001321,GES010984,FAC004150,CLI0075,2024-12-09,2024-12-16,1
PRO001322,GES010987,FAC004153,CLI0078,2024-11-22,2025-02-03,1
PRO001323,GES010991,FAC004153,CLI0078,2025-01-18,2025-01-24,0
PRO001324,GES010992,FAC004153,CLI0078,2025-01-25,2025-01-26,0
PRO001325,GES011000,FAC004158,CLI0048,2024-09-11,2024-09-21,0
PRO001326,GES011001,FAC004158,CLI0048,2024-09-13,2024-09-30,1
PRO001327,GES011005,FAC004159,CLI0055,2024-09-12,2024-10-22,1
PRO001328,GES011015,FAC004165,CLI0024,2024-10-22,2024-10-23,0
PRO001329,GES011021,FAC004168,CLI0138,2024-11-08,2024-12-03,0
PRO001330,GES011025,FAC004168,CLI0138,2024-12-23,2025-01-20,1
PRO001331,GES011028,FAC004171,CLI0037,2024-10-27,2024-10-30,1
PRO001332,GES011030,FAC004172,CLI0072,2024-08-31,2024-10-31,1
PRO001333,GES011040,FAC004179,CLI0186,2024-11-20,2024-11-29,1
PRO001334,GES011046,FAC004183,CLI0135,2024-10-29,2024-12-13,0
PRO001335,GES011051,FAC004184,CLI0164,2024-09-20,2024-09-26,0
PRO001336,GES011054,FAC004185,CLI0173,2024-11-10,2024-11-11,0
PRO001337,GES011067,FAC004192,CLI0155,2024-08-27,2024-10-10,0
PRO001338,GES011072,FAC004192,CLI0155,2024-12-05,2024-12-14,0
PRO001339,GES011102,FAC004200,CLI0105,2024-10-04,2024-12-02,0
PRO001340,GES011113,FAC004207,CLI0167,2024-11-05,2024-11-20,1
PRO001341,GES011120,FAC004208,CLI0171,2024-10-28,2024-11-07,0
PRO001342,GES011123,FAC004209,CLI0190,2024-09-20,2024-09-22,0
PRO001343,GES011130,FAC004213,CLI0098,2024-11-11,2024-11-25,1
PRO001344,GES011132,FAC004214,CLI0139,2024-08-26,2025-01-12,1
PRO001345,GES011141,FAC004215,CLI0182,2024-11-23,2024-12-15,1
PRO001346,GES011148,FAC004216,CLI0030,2024-11-11,2024-11-22,1
PRO001347,GES011149,FAC004217,CLI0044,2024-08-20,2024-10-21,1
PRO001348,GES011153,FAC004217,CLI0044,2024-10-14,2024-10-15,0
PRO001349,GES011156,FAC004220,CLI0076,2024-08-08,2024-10-11,1
PRO001350,GES011158,FAC004220,CLI0076,2024-10-05,2024-10-09,0
PRO001351,GES011159,FAC004222,CLI0124,2024-08-31,2024-09-23,0
PRO001352,GES011161,FAC004224,CLI0157,2024-08-25,2024-09-16,0
PRO001353,GES011162,FAC004224,CLI0157,2024-10-21,2024-10-24,1
PRO001354,GES011167,FAC004226,CLI0185,2024-08-24,2024-08-27,0
PRO001355,GES011169,FAC004230,CLI0063,2024-09-05,2024-09-07,0
PRO001356,GES011172,FAC004231,CLI0092,2024-09-20,2025-01-02,1
PRO001357,GES011181,FAC004232,CLI0116,2024-09-18,2024-09-25,0
PRO001358,GES011182,FAC004232,CLI0116,2024-09-25,2024-09-30,0
PRO001359,GES011195,FAC004236,CLI0140,2024-10-11,2024-11-07,1
PRO001360,GES011197,FAC004236,CLI0140,2024-11-04,2024-11-06,0
PRO001361,GES011198,FAC004237,CLI0158,2024-08-30,2024-10-05,0
PRO001362,GES011201,FAC004237,CLI0158,2024-09-23,2024-10-06,0
PRO001363,GES011227,FAC004251,CLI0045,2024-09-06,2024-09-29,0
PRO001364,GES011242,FAC004262,CLI0036,2024-09-28,2024-10-24,0
PRO001365,GES011260,FAC004267,CLI0085,2024-08-15,2024-10-16,1
PRO001366,GES011262,FAC004267,CLI0085,2024-10-15,2024-10-16,1
PRO001367,GES011277,FAC004269,CLI0090,2025-01-08,2025-01-15,0
PRO001368,GES011278,FAC004271,CLI0103,2024-08-21,2024-09-10,1
PRO001369,GES011285,FAC004273,CLI0163,2025-01-28,2025-03-08,1
PRO001370,GES011286,FAC004273,CLI0163,2025-01-31,2025-02-07,0
PRO001371,GES011302,FAC004281,CLI0008,2024-08-25,2024-10-08,0
PRO001372,GES011316,FAC004287,CLI0120,2024-11-30,2024-12-24,1
PRO001373,GES011323,FAC004288,CLI0128,2024-10-17,2024-10-22,0
PRO001374,GES011324,FAC004288,CLI0128,2024-10-19,2024-10-22,0
PRO001375,GES011351,FAC004299,CLI0196,2024-10-12,2024-10-13,0
PRO001376,GES011352,FAC004300,CLI0008,2024-09-21,2024-09-25,0
PRO001377,GES011361,FAC004307,CLI0195,2024-09-12,2024-09-24,0
PRO001378,GES011371,FAC004311,CLI0063,2024-11-17,2024-12-07,0
PRO001379,GES011376,FAC004313,CLI0082,2024-10-17,2024-11-07,1
PRO001380,GES011377,FAC004315,CLI0136,2024-10-14,2024-11-02,1
PRO001381,GES011379,FAC004315,CLI0136,2024-10-29,2024-11-03,1
PRO001382,GES011384,FAC004318,CLI0026,2024-09-17,2024-09-19,0
PRO001383,GES011392,FAC004320,CLI0046,2024-10-10,2024-11-07,0
PRO001384,GES011395,FAC004321,CLI0060,2024-09-10,2024-10-07,0
PRO001385,GES011396,FAC004321,CLI0060,2024-09-30,2024-11-27,1
PRO001386,GES011397,FAC004321,CLI0060,2024-10-04,2024-11-19,1
PRO001387,GES011403,FAC004322,CLI0063,2024-11-21,2024-11-22,0
PRO001388,GES011405,FAC004323,CLI0069,2024-09-29,2024-09-30,1
PRO001389,GES011408,FAC004326,CLI0122,2024-10-17,2024-10-18,0
PRO001390,GES011414,FAC004329,CLI0076,2024-10-24,2024-10-30,0
PRO001391,GES011428,FAC004332,CLI0068,2024-10-04,2024-10-05,1
PRO001392,GES011434,FAC004337,CLI0013,2024-09-28,2024-10-03,0
PRO001393,GES011436,FAC004337,CLI0013,2024-11-26,2024-12-03,0
PRO001394,GES011467,FAC004345,CLI0048,2024-08-27,2024-11-04,1
PRO001395,GES011520,FAC004367,CLI0088,2024-10-14,2024-10-15,1
PRO001396,GES011527,FAC004368,CLI0115,2024-10-10,2024-12-02,1
PRO001397,GES011549,FAC004379,CLI0166,2024-11-19,2024-11-23,0
PRO001398,GES011575,FAC004388,CLI0127,2024-10-11,2024-11-21,1
PRO001399,GES011582,FAC004392,CLI0008,2024-11-27,2024-12-19,0
PRO001400,GES011589,FAC004395,CLI0040,2024-09-15,2024-10-30,1
PRO001401,GES011611,FAC004402,CLI0082,2024-12-19,2025-01-19,0
PRO001402,GES011617,FAC004403,CLI0105,2024-12-10,2025-01-27,0
PRO001403,GES011626,FAC004404,CLI0108,2024-09-29,2024-10-07,0
PRO001404,GES011630,FAC004407,CLI0013,2024-11-30,2024-12-07,0
PRO001405,GES011637,FAC004411,CLI0068,2024-10-31,2024-12-25,0
PRO001406,GES011642,FAC004412,CLI0076,2024-11-22,2024-12-28,0
PRO001407,GES011653,FAC004415,CLI0200,2025-01-15,2025-01-16,0
PRO001408,GES011659,FAC004420,CLI0171,2024-10-01,2024-10-02,1
PRO001409,GES011662,FAC004421,CLI0183,2024-11-05,2024-11-20,0
PRO001410,GES011663,FAC004421,CLI0183,2024-11-07,2024-11-20,0
PRO001411,GES011666,FAC004422,CLI0002,2024-09-23,2024-10-27,0
PRO001412,GES011674,FAC004423,CLI0037,2025-01-19,2025-01-23,0
PRO001413,GES011680,FAC004430,CLI0055,2024-11-02,2025-01-25,1
PRO001414,GES011682,FAC004430,CLI0055,2025-01-11,2025-01-31,1
PRO001415,GES011686,FAC004431,CLI0097,2024-12-31,2025-02-20,1
PRO001416,GES011690,FAC004432,CLI0117,2024-11-02,2024-11-22,0
PRO001417,GES011714,FAC004441,CLI0082,2024-09-24,2024-11-15,1
PRO001418,GES011724,FAC004443,CLI0142,2024-11-21,2024-12-01,0
PRO001419,GES011743,FAC004449,CLI0062,2024-12-30,2025-01-07,1
PRO001420,GES011759,FAC004454,CLI0183,2024-12-15,2024-12-30,0
PRO001421,GES011764,FAC004455,CLI0197,2024-11-14,2024-11-26,0
PRO001422,GES011781,FAC004461,CLI0193,2024-10-07,2024-12-02,0
PRO001423,GES011789,FAC004466,CLI0118,2024-10-13,2024-10-25,1
PRO001424,GES011791,FAC004467,CLI0162,2024-10-20,2024-11-03,0
PRO001425,GES011794,FAC004467,CLI0162,2024-11-13,2024-11-26,1
PRO001426,GES011798,FAC004469,CLI0177,2024-11-02,2024-11-17,1
PRO001427,GES011799,FAC004470,CLI0197,2024-10-09,2025-01-25,0
